Date,Open,High,Low,Close,Volume,Adj Close
2/2/17,63.25,63.41,62.75,63.169998,45664800,63.169998
2/1/17,64.360001,64.620003,63.470001,63.580002,39410400,63.580002
1/31/17,64.860001,65.150002,64.260002,64.650002,25104100,64.650002
1/30/17,65.690002,65.790001,64.800003,65.129997,31601400,65.129997
1/27/17,65.389999,65.910004,64.889999,65.779999,44364400,65.779999
1/26/17,64.120003,64.540001,63.549999,64.269997,41305600,64.269997
1/25/17,63.950001,64.099998,63.450001,63.68,23672700,63.68
1/24/17,63.200001,63.740002,62.939999,63.52,24629500,63.52
1/23/17,62.700001,63.119999,62.57,62.959999,22914000,62.959999
1/20/17,62.669998,62.82,62.369999,62.740002,29467500,62.740002
1/19/17,62.240002,62.98,62.200001,62.299999,18435500,62.299999
1/18/17,62.669998,62.700001,62.119999,62.5,19646500,62.5
1/17/17,62.68,62.700001,62.029999,62.529999,20620400,62.529999
1/13/17,62.619999,62.869999,62.349998,62.700001,19350400,62.700001
1/12/17,63.060001,63.400002,61.950001,62.610001,20898900,62.610001
1/11/17,62.610001,63.23,62.43,63.189999,21462800,63.189999
1/10/17,62.73,63.07,62.279999,62.619999,18547000,62.619999
1/9/17,62.759998,63.080002,62.540001,62.639999,20256600,62.639999
1/6/17,62.299999,63.150002,62.040001,62.84,19897900,62.84
1/5/17,62.189999,62.66,62.029999,62.299999,24845300,62.299999
1/4/17,62.48,62.75,62.119999,62.299999,20999800,62.299999
1/3/17,62.790001,62.84,62.130001,62.580002,20460500,62.580002
12/30/16,62.959999,62.990002,62.029999,62.139999,25465900,62.139999
12/29/16,62.860001,63.200001,62.73,62.900002,10181600,62.900002
12/28/16,63.400002,63.400002,62.830002,62.990002,14247400,62.990002
12/27/16,63.209999,64.07,63.209999,63.279999,11583900,63.279999
12/23/16,63.450001,63.540001,62.799999,63.240002,12398000,63.240002
12/22/16,63.84,64.099998,63.41,63.549999,22155200,63.549999
12/21/16,63.43,63.700001,63.119999,63.540001,17071800,63.540001
12/20/16,63.689999,63.799999,63.029999,63.540001,25389900,63.540001
12/19/16,62.560001,63.77,62.419998,63.619999,33182800,63.619999
12/16/16,62.950001,62.950001,62.119999,62.299999,42204700,62.299999
12/15/16,62.700001,63.150002,62.299999,62.580002,27655900,62.580002
12/14/16,63,63.450001,62.529999,62.68,29272800,62.68
12/13/16,62.5,63.419998,62.240002,62.98,35046300,62.98
12/12/16,61.82,62.299999,61.720001,62.169998,20057000,62.169998
12/9/16,61.18,61.990002,61.130001,61.970001,26670800,61.970001
12/8/16,61.299999,61.580002,60.84,61.009998,21043400,61.009998
12/7/16,60.009998,61.380001,59.799999,61.369999,29769100,61.369999
12/6/16,60.43,60.459999,59.799999,59.950001,19850100,59.950001
12/5/16,59.700001,60.59,59.560001,60.220001,23126500,60.220001
12/2/16,59.080002,59.470001,58.799999,59.25,25384900,59.25
12/1/16,60.110001,60.150002,58.939999,59.200001,33917000,59.200001
11/30/16,60.860001,61.18,60.220001,60.259998,33783900,60.259998
11/29/16,60.650002,61.41,60.52,61.09,22010800,61.09
11/28/16,60.34,61.02,60.209999,60.610001,20603800,60.610001
11/25/16,60.299999,60.529999,60.130001,60.529999,8370500,60.529999
11/23/16,61.009998,61.099998,60.25,60.400002,21847200,60.400002
11/22/16,60.98,61.259998,60.810001,61.119999,22645300,61.119999
11/21/16,60.5,60.970001,60.419998,60.860001,19563200,60.860001
11/18/16,60.779999,61.139999,60.299999,60.349998,26580600,60.349998
11/17/16,60.41,60.950001,59.970001,60.639999,31463700,60.639999
11/16/16,58.939999,59.66,58.810001,59.650002,26851400,59.650002
11/15/16,58.330002,59.490002,58.32,58.869999,34764300,58.869999
11/14/16,59.02,59.080002,57.279999,58.119999,41328400,57.73
11/11/16,58.23,59.119999,58.009998,59.02,38767800,58.623963
11/10/16,60.48,60.490002,57.630001,58.700001,57822400,58.30611
11/9/16,60,60.59,59.200001,60.169998,49632500,59.766244
11/8/16,60.549999,60.779999,60.150002,60.470001,22935400,60.064234
11/7/16,59.779999,60.52,59.779999,60.419998,31664800,60.014566
11/4/16,58.650002,59.279999,58.52,58.709999,28697000,58.316041
11/3/16,59.529999,59.639999,59.110001,59.209999,21600400,58.812686
11/2/16,59.82,59.93,59.299999,59.43,22147000,59.031211
11/1/16,59.970001,60.02,59.25,59.799999,24533000,59.398727
10/31/16,60.16,60.419998,59.919998,59.919998,26434700,59.517921
10/28/16,60.009998,60.52,59.580002,59.869999,33574700,59.468257
10/27/16,60.610001,60.830002,60.09,60.099998,28479900,59.696714
10/26/16,60.810001,61.200001,60.470001,60.630001,29911600,60.22316
10/25/16,60.849998,61.369999,60.799999,60.990002,35137200,60.580745
10/24/16,59.939999,61,59.93,61,54067000,60.590676
10/21/16,60.279999,60.450001,59.490002,59.66,80032200,59.259667
10/20/16,57.5,57.52,56.66,57.25,49455600,56.865839
10/19/16,57.470001,57.84,57.400002,57.529999,22878400,57.143959
10/18/16,57.529999,57.950001,57.41,57.66,19149500,57.273088
10/17/16,57.360001,57.459999,56.869999,57.220001,23830000,56.836042
10/14/16,57.119999,57.740002,57.119999,57.419998,27402500,57.034697
10/13/16,56.700001,57.299999,56.32,56.919998,25313700,56.538052
10/12/16,57.110001,57.27,56.400002,57.110001,22177500,56.726779
10/11/16,57.889999,58.02,56.889999,57.189999,26497400,56.806241
10/10/16,57.91,58.389999,57.869999,58.040001,18196500,57.650539
10/7/16,57.849998,57.98,57.419998,57.799999,20089000,57.412148
10/6/16,57.740002,57.860001,57.279999,57.740002,16212600,57.352553
10/5/16,57.290001,57.959999,57.259998,57.639999,16726400,57.253222
10/4/16,57.27,57.599998,56.970001,57.240002,20085900,56.855908
10/3/16,57.41,57.549999,57.060001,57.419998,19189500,57.034697
9/30/16,57.57,57.77,57.34,57.599998,29910800,57.213489
9/29/16,57.810001,58.169998,57.209999,57.400002,25463500,57.014834
9/28/16,57.880001,58.060001,57.669998,58.029999,20536400,57.640604
9/27/16,56.93,58.060001,56.68,57.950001,28065100,57.561143
9/26/16,57.080002,57.139999,56.830002,56.900002,21688700,56.518189
9/23/16,57.869999,57.91,57.380001,57.43,19955300,57.044632
9/22/16,57.919998,58,57.630001,57.82,19822200,57.432014
9/21/16,57.509998,57.849998,57.080002,57.759998,33707300,57.372415
9/20/16,57.349998,57.349998,56.75,56.810001,17384000,56.428793
9/19/16,57.27,57.75,56.849998,56.93,20937100,56.547987
9/16/16,57.630001,57.630001,56.75,57.25,44607000,56.865839
9/15/16,56.150002,57.349998,55.98,57.189999,26847000,56.806241
9/14/16,56.389999,56.630001,56.029999,56.259998,24062500,55.882481
9/13/16,56.5,56.650002,56.049999,56.529999,30130200,56.150669
9/12/16,56,57.209999,55.610001,57.049999,29303000,56.667181
9/9/16,56.790001,57.52,56.209999,56.209999,35113900,55.832817
9/8/16,57.630001,57.790001,57.18,57.43,20146100,57.044632
9/7/16,57.470001,57.84,57.41,57.66,17493400,57.273088
9/6/16,57.779999,57.799999,57.209999,57.610001,16278400,57.223424
9/2/16,57.669998,58.189999,57.419998,57.669998,18900500,57.283019
9/1/16,57.009998,57.82,57.009998,57.59,26075400,57.203558
8/31/16,57.650002,57.799999,57.299999,57.459999,20860300,57.074429
8/30/16,57.98,58.189999,57.610001,57.889999,16930200,57.501544
8/29/16,58.18,58.599998,58.099998,58.099998,16417200,57.710134
8/26/16,58.279999,58.700001,57.689999,58.029999,20971200,57.640604
8/25/16,57.880001,58.290001,57.779999,58.169998,18552600,57.779664
8/24/16,57.799999,58.040001,57.720001,57.950001,18151500,57.561143
8/23/16,57.900002,58.18,57.849998,57.889999,18732400,57.501544
8/22/16,57.599998,57.75,57.259998,57.669998,15221900,57.283019
8/19/16,57.43,57.73,57.200001,57.619999,17271000,57.233355
8/18/16,57.419998,57.700001,57.27,57.599998,14214300,57.213489
8/17/16,57.540001,57.68,57.23,57.560001,18856400,57.17376
8/16/16,57.610001,57.619999,57.27,57.439999,20523500,57.054563
8/15/16,58.009998,58.5,57.959999,58.119999,19283900,57.372413
8/12/16,58.029999,58.189999,57.619999,57.939999,21655200,57.194728
8/11/16,58.029999,58.450001,58.029999,58.299999,18162300,57.550098
8/10/16,58.16,58.32,57.82,58.02,15756900,57.273701
8/9/16,58.169998,58.5,58.02,58.200001,16920700,57.451386
8/8/16,58.060001,58.09,57.779999,58.060001,19473500,57.313187
8/5/16,57.650002,58.209999,57.450001,57.959999,29335200,57.214471
8/4/16,56.799999,57.52,56.669998,57.389999,26587700,56.651803
8/3/16,56.68,57.110001,56.490002,56.970001,22075600,56.237207
8/2/16,56.849998,56.900002,56.310001,56.580002,35122000,55.852224
8/1/16,56.599998,56.75,56.139999,56.580002,26003400,55.852224
7/29/16,56.259998,56.759998,56.049999,56.68,30558700,55.950937
7/28/16,56,56.369999,55.720001,56.209999,37550400,55.486981
7/27/16,56.610001,56.799999,56.110001,56.189999,32327500,55.467238
7/26/16,56.52,57.290001,56.509998,56.759998,28079000,56.029906
7/25/16,56.470001,56.740002,56.259998,56.73,25610600,56.000293
7/22/16,56.080002,56.630001,55.779999,56.57,32157200,55.842351
7/21/16,55.98,56.23,55.759998,55.799999,32776700,55.082255
7/20/16,56.150002,56.84,55.529999,55.91,89893300,55.190841
7/19/16,53.709999,53.900002,52.93,53.09,53336500,52.407114
7/18/16,53.700001,54.34,53.549999,53.959999,31433900,53.265922
7/15/16,53.950001,54,53.209999,53.700001,32024400,53.009268
7/14/16,53.84,53.990002,53.580002,53.740002,24545500,53.048755
7/13/16,53.560001,53.860001,53.18,53.509998,25356800,52.82171
7/12/16,52.939999,53.400002,52.790001,53.209999,27317600,52.525569
7/11/16,52.5,52.830002,52.470001,52.59,22269200,51.913545
7/8/16,51.73,52.360001,51.549999,52.299999,28391000,51.627275
7/7/16,51.419998,51.610001,51.07,51.380001,19585200,50.71911
7/6/16,50.779999,51.540001,50.389999,51.380001,28167500,50.71911
7/5/16,50.830002,51.279999,50.740002,51.169998,24806400,50.511809
7/1/16,51.130001,51.720001,51.07,51.16,21400400,50.501939
6/30/16,50.720001,51.299999,50.5,51.169998,28527800,50.511809
6/29/16,49.91,50.720001,49.799999,50.540001,31304000,49.889915
6/28/16,48.919998,49.470001,48.669998,49.439999,38140700,48.804062
6/27/16,49.099998,49.150002,48.040001,48.43,50216300,47.807055
6/24/16,49.810001,50.939999,49.52,49.830002,133503000,49.189048
6/23/16,51.279999,52.060001,51.150002,51.91,29028800,51.242292
6/22/16,51.080002,51.459999,50.950001,50.990002,28816800,50.334127
6/21/16,50.200001,51.43,50.16,51.189999,34097800,50.531552
6/20/16,50.639999,50.830002,50.029999,50.07,35607900,49.425959
6/17/16,50.41,50.43,49.82,50.130001,45710500,49.485189
6/16/16,49.52,50.470001,49.509998,50.389999,31188600,49.741843
6/15/16,49.779999,50.119999,49.689999,49.689999,33757600,49.050846
6/14/16,49.900002,50.099998,49.57,49.830002,42577100,49.189048
6/13/16,49.580002,50.720001,49.060001,50.139999,83217800,49.495059
6/10/16,51.049999,52.049999,51.040001,51.48,25833200,50.817823
6/9/16,52,52,51.490002,51.619999,20305700,50.956021
6/8/16,52.02,52.439999,51.869999,52.040001,21149400,51.370621
6/7/16,52.240002,52.73,52.099998,52.099998,20866800,51.429847
6/6/16,51.990002,52.349998,51.889999,52.130001,18243300,51.459463
6/3/16,52.380001,52.419998,51.599998,51.790001,23081300,51.123836
6/2/16,52.639999,52.740002,51.84,52.48,22840800,51.80496
6/1/16,52.439999,52.950001,52.439999,52.849998,25324800,52.170199
5/31/16,52.259998,53,52.080002,53,37653100,52.318272
5/27/16,51.919998,52.32,51.77,52.32,17653700,51.647018
5/26/16,51.93,51.98,51.360001,51.889999,24335200,51.222549
5/25/16,51.919998,52.490002,51.790001,52.119999,24040200,51.44959
5/24/16,50.700001,51.709999,50.400002,51.59,34757900,50.926408
5/23/16,50.599998,50.68,49.98,50.029999,26118700,49.386473
5/20/16,50.48,51.220001,50.400002,50.619999,23905800,49.968884
5/19/16,50.470001,50.619999,49.82,50.32,23842400,49.672744
5/18/16,50.48,51.139999,50.299999,50.810001,24907500,50.156442
5/17/16,51.720001,51.73,50.360001,50.509998,27803500,49.860298
5/16/16,50.799999,51.959999,50.75,51.830002,20032000,50.807953
5/13/16,51.439999,51.900002,51.040001,51.080002,22592300,50.072743
5/12/16,51.200001,51.810001,50.919998,51.509998,24102800,50.49426
5/11/16,51.130001,51.779999,51,51.049999,24039100,50.043332
5/10/16,50.330002,51.099998,50.189999,51.02,22891000,50.013925
5/9/16,50.490002,50.59,50,50.07,17951600,49.082657
5/6/16,49.919998,50.389999,49.66,50.389999,24715600,49.396347
5/5/16,49.869999,50.299999,49.73,49.939999,25390700,48.95522
5/4/16,49.84,50.060001,49.459999,49.869999,24257600,48.8866
5/3/16,50.34,50.41,49.599998,49.779999,26460200,48.798375
5/2/16,50,50.75,49.779999,50.610001,33114500,49.61201
4/29/16,49.349998,50.25,49.349998,49.869999,48411700,48.8866
4/28/16,50.619999,50.77,49.560001,49.900002,43134800,48.916011
4/27/16,51.48,51.5,50.549999,50.939999,43369300,49.9355
4/26/16,52.259998,52.349998,51.09,51.439999,33532600,50.425641
4/25/16,51.779999,52.130001,51.630001,52.110001,33226900,51.082431
4/22/16,51.91,52.43,50.77,51.779999,126834100,50.758936
4/21/16,55.799999,56.23,55.419998,55.779999,38909100,54.680059
4/20/16,56.290001,56.5,55.490002,55.59,36195700,54.493807
4/19/16,56.630001,56.77,55.68,56.389999,29596800,55.278031
4/18/16,55.490002,56.59,55.209999,56.459999,23150300,55.346651
4/15/16,55.299999,55.919998,55.110001,55.650002,28793800,54.552626
4/14/16,55.220001,55.580002,55.07,55.360001,20877100,54.268343
4/13/16,55.119999,55.439999,54.889999,55.349998,20818000,54.258538
4/12/16,54.369999,54.779999,53.759998,54.650002,24944300,53.572345
4/11/16,54.490002,55.150002,54.299999,54.310001,21414200,53.239049
4/8/16,54.669998,55.279999,54.32,54.419998,22167200,53.346877
4/7/16,54.869999,54.91,54.23,54.459999,19225100,53.386089
4/6/16,54.360001,55.200001,54.209999,55.119999,21188700,54.033074
4/5/16,55.189999,55.299999,54.459999,54.560001,19272300,53.484119
4/4/16,55.43,55.66,55,55.43,18928800,54.336963
4/1/16,55.049999,55.610001,54.57,55.57,24399200,54.474201
3/31/16,54.950001,55.59,54.860001,55.23,26360500,54.140906
3/30/16,54.93,55.639999,54.900002,55.049999,23008300,53.964455
3/29/16,53.66,54.860001,53.450001,54.709999,23924300,53.631159
3/28/16,54.209999,54.290001,53.330002,53.540001,17025100,52.484233
3/24/16,53.84,54.330002,53.73,54.209999,19950000,53.141019
3/23/16,54.110001,54.240002,53.740002,53.970001,20129000,52.905754
3/22/16,53.610001,54.25,53.459999,54.07,23124100,53.00378
3/21/16,53.25,53.93,52.93,53.860001,23925700,52.797922
3/18/16,54.919998,54.970001,53.450001,53.490002,67625500,52.435219
3/17/16,54.209999,55,54,54.66,28223900,53.582146
3/16/16,53.450001,54.599998,53.400002,54.349998,31691700,53.278258
3/15/16,52.75,53.59,52.740002,53.59,21104800,52.533246
3/14/16,52.709999,53.59,52.630001,53.169998,24083600,52.121526
3/11/16,53,53.07,52.380001,53.07,32275700,52.023499
3/10/16,52.93,52.939999,51.16,52.049999,38387800,51.023613
3/9/16,51.889999,52.849998,51.860001,52.84,28251600,51.798035
3/8/16,50.799999,52.130001,50.599998,51.650002,33835100,50.631503
3/7/16,51.560001,51.799999,50.580002,51.029999,38407800,50.023726
3/4/16,52.400002,52.450001,51.709999,52.029999,33034200,51.004007
3/3/16,52.970001,52.970001,51.779999,52.349998,24427800,51.317696
3/2/16,52.41,52.959999,52.16,52.950001,29289900,51.905867
3/1/16,50.970001,52.59,50.919998,52.580002,33024500,51.543164
2/29/16,51.349998,51.650002,50.66,50.880001,31654000,49.876686
2/26/16,52.599998,52.68,51.099998,51.299999,35975900,50.288402
2/25/16,51.73,52.099998,50.610001,52.099998,26939500,51.072626
2/24/16,50.689999,51.5,50.200001,51.360001,33014500,50.34722
2/23/16,52.34,52.369999,50.98,51.18,28895300,50.170769
2/22/16,52.279999,53,52.279999,52.650002,25008300,51.611783
2/19/16,51.970001,52.279999,51.529999,51.82,33559100,50.798149
2/18/16,52.330002,52.950001,52.099998,52.189999,27176000,51.160851
2/17/16,51.490002,52.77,51.450001,52.419998,40789000,51.386315
2/16/16,50.900002,51.09,50.130001,51.09,37291200,50.082544
2/12/16,50.25,50.68,49.75,50.5,34243300,49.151279
2/11/16,48.68,50.110001,48.509998,49.689999,48878600,48.36291
2/10/16,49.889999,50.389999,49.52,49.709999,38237000,48.382377
2/9/16,49.02,50.240002,48.669998,49.279999,46740500,47.963861
2/8/16,49.549999,49.57,48.189999,49.41,59290500,48.09039
2/5/16,51.939999,52,49.560001,50.16,62009000,48.820359
2/4/16,52.099998,52.810001,51.369999,52,46987100,50.611218
2/3/16,53.25,53.389999,51.259998,52.16,57559800,50.766944
2/2/16,54.169998,54.259998,52.650002,53,56313800,51.58451
2/1/16,54.880001,55.09,54.5,54.709999,44208500,53.24884
1/29/16,54.73,55.09,54,55.09,83611700,53.618692
1/28/16,51.860001,52.209999,51.25,52.060001,62513800,50.669617
1/27/16,52.009998,52.200001,51.02,51.220001,36775200,49.852051
1/26/16,51.790001,52.439999,51.549999,52.169998,28900800,50.776676
1/25/16,51.939999,52.650002,51.650002,51.790001,34707700,50.406827
1/22/16,51.41,52.330002,51.259998,52.290001,37555800,50.893473
1/21/16,51,51.580002,50.299999,50.48,40191200,49.131812
1/20/16,49.98,51.380001,49.099998,50.790001,63273000,49.433535
1/19/16,51.48,51.68,50.060001,50.560001,43564500,49.209678
1/15/16,51.310001,51.970001,50.34,50.990002,70739100,49.628194
1/14/16,52,53.419998,51.57,53.110001,52381900,51.691573
1/13/16,53.799999,54.07,51.299999,51.639999,66883600,50.260832
1/12/16,52.759998,53.099998,52.060001,52.779999,36095500,51.370385
1/11/16,52.509998,52.849998,51.459999,52.299999,36943800,50.903205
1/8/16,52.369999,53.279999,52.150002,52.330002,48754000,50.932406
1/7/16,52.700001,53.490002,52.07,52.169998,56564900,50.776676
1/6/16,54.32,54.400002,53.639999,54.049999,39518900,52.606467
1/5/16,54.93,55.389999,54.540001,55.049999,34079700,53.57976
1/4/16,54.32,54.799999,53.389999,54.799999,53778000,53.336436
12/31/15,56.040001,56.189999,55.419998,55.48,26529600,53.998276
12/30/15,56.470001,56.779999,56.290001,56.310001,21704500,54.80611
12/29/15,56.290001,56.849998,56.060001,56.549999,27731400,55.039699
12/28/15,55.349998,55.950001,54.98,55.950001,22458300,54.455724
12/24/15,55.860001,55.959999,55.43,55.669998,9558500,54.1832
12/23/15,55.700001,55.880001,55.439999,55.82,27279800,54.329195
12/22/15,54.990002,55.48,54.5,55.349998,28322200,53.871747
12/21/15,54.880001,55.349998,54.23,54.830002,37246300,53.365638
12/18/15,55.77,56,54.029999,54.130001,84684200,52.684332
12/17/15,56.360001,56.790001,55.529999,55.700001,41280900,54.212401
12/16/15,55.540001,56.25,54.759998,56.130001,37503300,54.630917
12/15/15,55.66,55.900002,55.09,55.200001,39843000,53.725755
12/14/15,54.330002,55.209999,53.68,55.139999,46768900,53.667356
12/11/15,54.709999,55.099998,54.009998,54.060001,39549500,52.616202
12/10/15,55.389999,55.66,55.009998,55.27,31620700,53.793885
12/9/15,55.369999,55.869999,54.509998,54.98,36373200,53.511629
12/8/15,55.470001,56.099998,54.990002,55.790001,32878000,54.299998
12/7/15,55.790001,55.970001,55.290001,55.810001,30709800,54.319464
12/4/15,54.119999,56.23,54.099998,55.91,43963700,54.416792
12/3/15,55.490002,55.77,53.93,54.200001,38627800,52.752462
12/2/15,55.32,55.959999,55.060001,55.209999,47274900,53.735486
12/1/15,54.41,55.23,54.299999,55.220001,39952800,53.745221
11/30/15,54.540001,54.959999,54,54.349998,56241400,52.898454
11/27/15,53.799999,54.080002,53.790001,53.93,9009100,52.489673
11/25/15,54.09,54.23,53.689999,53.689999,21005100,52.256081
11/24/15,53.919998,54.439999,53.580002,54.25,24600000,52.801126
11/23/15,54.25,54.459999,53.75,54.189999,28235900,52.742727
11/20/15,54.25,54.299999,53.27,54.189999,37147600,52.742727
11/19/15,53.990002,54.66,53.779999,53.939999,28149200,52.499404
11/18/15,53,53.98,52.98,53.849998,29710000,52.411808
11/17/15,53.169998,53.529999,52.849998,52.970001,31551300,51.555313
11/16/15,53.080002,53.889999,52.849998,53.77,32165200,51.98356
11/13/15,53.07,53.290001,52.529999,52.84,36848200,51.084457
11/12/15,53.48,53.98,53.189999,53.32,35361100,51.548509
11/11/15,53.700001,54.200001,53.459999,53.650002,36516300,51.867547
11/10/15,54.07,54.130001,53.27,53.509998,55283700,51.732196
11/9/15,54.549999,54.869999,53.560001,54.16,32513100,52.360602
11/6/15,54.09,54.98,53.959999,54.919998,32851200,53.09535
11/5/15,54.490002,54.700001,54,54.380001,31468500,52.573294
11/4/15,54.18,54.880001,54.060001,54.400002,37087800,52.59263
11/3/15,52.93,54.389999,52.900002,54.150002,36596900,52.350936
11/2/15,52.849998,53.360001,52.619999,53.240002,30285000,51.471169
10/30/15,53.32,53.990002,52.619999,52.639999,46619800,50.891101
10/29/15,53.540001,53.830002,53.220001,53.360001,30202100,51.587181
10/28/15,53.540001,53.98,52.860001,53.98,47000800,52.186582
10/27/15,53.990002,54.369999,53.580002,53.689999,50999900,51.906216
10/26/15,52.529999,54.32,52.5,54.25,64633300,52.447612
10/23/15,52.299999,54.07,52.25,52.869999,135227100,51.113459
10/22/15,47.529999,48.950001,47.09,48.029999,56637100,46.434262
10/21/15,47.919998,47.990002,47.110001,47.200001,25144300,45.63184
10/20/15,47.439999,47.810001,47.02,47.77,30574000,46.182902
10/19/15,47.419998,47.880001,47.02,47.619999,29387600,46.037884
10/16/15,47.02,47.540001,46.900002,47.509998,26450300,45.931538
10/15/15,47.009998,47.029999,46.529999,47.009998,27189400,45.44815
10/14/15,46.650002,47.099998,46.529999,46.68,24697800,45.129116
10/13/15,46.560001,47.130001,46.560001,46.889999,19987800,45.332138
10/12/15,46.98,47.07,46.5,47,19769100,45.438484
10/9/15,47.450001,47.540001,46.919998,47.110001,28600600,45.54483
10/8/15,46.560001,47.52,46.5,47.450001,33772700,45.873534
10/7/15,47.099998,47.349998,45.950001,46.799999,27711500,45.245128
10/6/15,46.330002,47.18,46.220001,46.75,27017200,45.19679
10/5/15,45.75,46.889999,45.700001,46.630001,34369300,45.080778
